"CustomerID","Recency","Frequency","Monetary","R_score","F_score","M_score","RFM_Score","Segment"
13675,21931,2,486.82,2,2,2,"222","Others"
13678,22032,1,232.6,2,1,1,"211","Others"
13680,183,4,3722.42,5,4,5,"545","Best Customers"
13681,3734,4,827.83,4,4,3,"443","Loyal Customers"
13682,26030,1,59.5,1,1,1,"111","Lost Customers"
13684,36549,1,67.23,1,1,1,"111","Lost Customers"
13685,490,7,3119.44,5,5,5,"555","Best Customers"
13686,25302,1,72,1,1,1,"111","Lost Customers"
13689,11459,1,910,3,1,3,"313","Others"
13690,10912,1,172.25,3,1,1,"311","Others"
13692,5181,3,1488.32,4,3,4,"434","Loyal Customers"
13694,842,50,65039.62,5,5,5,"555","Best Customers"
13695,6460,15,2504.13,4,5,5,"455","Best Customers"
13697,7840,1,151.3,3,1,1,"311","Others"
13699,22247,1,308.58,2,1,2,"212","Others"
13700,5616,10,2265.12,4,5,5,"455","Best Customers"
13703,39488,1,99.5,1,1,1,"111","Lost Customers"
13704,1063,9,2308.06,5,5,5,"555","Best Customers"
13705,1328,3,711.86,5,3,3,"533","Loyal Customers"
13706,38039,1,330.79,1,1,2,"112","Others"
13707,34704,2,806.41,1,2,3,"123","Others"
13708,35161,1,296.88,1,1,2,"112","Others"
13709,829,13,6328.05,5,5,5,"555","Best Customers"
13710,6643,1,180.48,4,1,1,"411","Recent but Infrequent"
13711,29690,2,252.06,1,2,2,"122","Others"
13712,32328,1,228.84,1,1,1,"111","Lost Customers"
13715,36009,5,1079.34,1,4,4,"144","At Risk"
13716,34941,1,138.28,1,1,1,"111","Lost Customers"
13717,6700,6,1445.01,4,5,4,"454","Best Customers"
13718,32305,2,306.55,1,2,2,"122","Others"
13719,2966,5,1041.68,4,4,4,"444","Best Customers"
13720,18323,4,799.9,2,4,3,"243","At Risk"
13721,7325,1,524.14,3,1,3,"313","Others"
13722,19707,3,2375.41,2,3,5,"235","Others"
13723,29347,1,199.85,1,1,1,"111","Lost Customers"
13725,9455,8,1980.56,3,5,4,"354","Loyal Customers"
13726,7810,2,1079.66,3,2,4,"324","Others"
13727,5846,2,333.48,4,2,2,"422","Recent but Infrequent"
13728,7480,6,1016.14,3,5,4,"354","Loyal Customers"
13730,20204,2,752.6,2,2,3,"223","Others"
13731,29737,2,610.59,1,2,3,"123","Others"
13732,5682,1,491.86,4,1,3,"413","Recent but Infrequent"
13735,5182,4,2885.24,4,4,5,"445","Best Customers"
13736,1060,2,731.9,5,2,3,"523","Recent but Infrequent"
13737,27261,1,339.6,1,1,2,"112","Others"
13739,3849,1,216.9,4,1,1,"411","Recent but Infrequent"
13740,31658,1,350.75,1,1,2,"112","Others"
13741,12800,3,668.43,3,3,3,"333","Loyal Customers"
13742,3441,12,3131.02,4,5,5,"455","Best Customers"
13743,569,7,1341.6,5,5,4,"554","Best Customers"
13744,15974,2,1156.36,2,2,4,"224","Others"
13745,22966,1,300.04,2,1,2,"212","Others"
13747,45194,1,79.6,1,1,1,"111","Lost Customers"
13748,16123,5,948.25,2,4,4,"244","At Risk"
13750,10180,5,1647.26,3,4,4,"344","Loyal Customers"
13751,36670,1,296.25,1,1,2,"112","Others"
13752,19003,6,1186.28,2,5,4,"254","At Risk"
13753,36583,1,741.26,1,1,3,"113","Others"
13754,21978,2,282.6,2,2,2,"222","Others"
13755,700,9,2161.35,5,5,5,"555","Best Customers"
13756,4674,12,4343.12,4,5,5,"455","Best Customers"
13758,2490,7,3190.55,5,5,5,"555","Best Customers"
13759,6863,2,659.41,4,2,3,"423","Recent but Infrequent"
13760,10291,2,286.79,3,2,2,"322","Others"
13761,9511,2,1070.65,3,2,4,"324","Others"
13762,29704,1,306.72,1,1,2,"112","Others"
13763,11399,1,1714.96,3,1,4,"314","Others"
13764,12498,3,1521.76,3,3,4,"334","Loyal Customers"
13767,5385,36,16334.38,4,5,5,"455","Best Customers"
13769,7539,9,2478.59,3,5,5,"355","Loyal Customers"
13771,11734,4,2634.45,3,4,5,"345","Loyal Customers"
13772,6930,3,1132.13,3,3,4,"334","Loyal Customers"
13774,14293,1,345,2,1,2,"212","Others"
13777,3,33,25977.16,5,5,5,"555","Best Customers"
13778,16843,1,178.7,2,1,1,"211","Others"
13780,1291,2,360.01,5,2,2,"522","Recent but Infrequent"
13781,32880,1,127.84,1,1,1,"111","Lost Customers"
13782,2673,6,912,5,5,3,"553","Loyal Customers"
13784,2053,11,2462.79,5,5,5,"555","Best Customers"
13786,43968,1,230.4,1,1,1,"111","Lost Customers"
13787,13433,2,309.04,2,2,2,"222","Others"
13790,896,1,348.8,5,1,2,"512","Recent but Infrequent"
13791,19255,2,1516,2,2,4,"224","Others"
13792,12068,2,195.55,3,2,1,"321","Others"
13798,155,56,36331.17,5,5,5,"555","Best Customers"
13799,18330,2,688.86,2,2,3,"223","Others"
13800,38480,1,558.32,1,1,3,"113","Others"
13801,12171,1,324.8,3,1,2,"312","Others"
13802,20560,3,4599.42,2,3,5,"235","Others"
13803,33436,1,277.07,1,1,2,"112","Others"
13804,6286,7,2635.79,4,5,5,"455","Best Customers"
13805,9889,2,924.6,3,2,3,"323","Others"
13806,11497,1,256.38,3,1,2,"312","Others"
13807,43938,1,112.6,1,1,1,"111","Lost Customers"
13808,1146,5,1747.66,5,4,4,"544","Best Customers"
13809,38237,1,155.05,1,1,1,"111","Lost Customers"
13810,5854,3,1499.01,4,3,4,"434","Loyal Customers"
13811,25469,3,814.5,1,3,3,"133","Others"
13812,8303,3,539,3,3,3,"333","Loyal Customers"
13813,8157,4,1366.86,3,4,4,"344","Loyal Customers"
13814,15546,2,1579.12,2,2,4,"224","Others"
13815,4533,4,4027.36,4,4,5,"445","Best Customers"
13816,4957,2,571.67,4,2,3,"423","Recent but Infrequent"
13817,5874,2,382.98,4,2,2,"422","Recent but Infrequent"
13819,37929,3,1140.35,1,3,4,"134","Others"
13821,21300,2,385.64,2,2,2,"222","Others"
13822,1156,2,632,5,2,3,"523","Recent but Infrequent"
13823,3971,2,957.66,4,2,4,"424","Recent but Infrequent"
13824,6719,5,1698.94,4,4,4,"444","Best Customers"
13826,24554,1,189.5,2,1,1,"211","Others"
13827,10555,3,412.05,3,3,2,"332","Others"
13828,4497,1,209.49,4,1,1,"411","Recent but Infrequent"
13831,3283,6,2202.99,4,5,5,"455","Best Customers"
13832,4031,1,52.2,4,1,1,"411","Recent but Infrequent"
13833,22820,1,384.8,2,1,2,"212","Others"
13835,5241,4,834.57,4,4,3,"443","Loyal Customers"
13837,28635,2,271.24,1,2,2,"122","Others"
13838,1191,4,691.73,5,4,3,"543","Loyal Customers"
13841,32964,1,85,1,1,1,"111","Lost Customers"
13842,10866,9,3385.62,3,5,5,"355","Loyal Customers"
13844,2438,1,361.62,5,1,2,"512","Recent but Infrequent"
13845,11870,1,312.98,3,1,2,"312","Others"
13846,5076,3,865.06,4,3,3,"433","Loyal Customers"
13848,15559,3,1255,2,3,4,"234","Others"
13849,9840,2,1537.95,3,2,4,"324","Others"
13850,19486,1,1595.48,2,1,4,"214","Others"
13851,16007,3,2651.46,2,3,5,"235","Others"
13853,10529,1,1090.14,3,1,4,"314","Others"
13854,1665,25,8109.52,5,5,5,"555","Best Customers"
13856,23618,3,388.5,2,3,2,"232","Others"
13858,10480,1,216.17,3,1,1,"311","Others"
13859,40174,1,201.16,1,1,1,"111","Lost Customers"
13860,205,5,1245.9,5,4,4,"544","Best Customers"
13862,3803,8,2209.36,4,5,5,"455","Best Customers"
13863,32534,1,305.78,1,1,2,"112","Others"
13865,10753,4,501.56,3,4,3,"343","Loyal Customers"
13866,13247,1,145.67,2,1,1,"211","Others"
13867,6439,3,1015.29,4,3,4,"434","Loyal Customers"
13868,1224,2,3192.54,5,2,5,"525","Recent but Infrequent"
13869,18899,4,3104.95,2,4,5,"245","At Risk"
13870,8175,7,2618.19,3,5,5,"355","Loyal Customers"
13871,4667,13,6403.25,4,5,5,"455","Best Customers"
13873,18484,3,389.6,2,3,2,"232","Others"
13874,42273,1,540.45,1,1,3,"113","Others"
13875,10284,5,1786.79,3,4,4,"344","Loyal Customers"
13876,11564,1,122.7,3,1,1,"311","Others"
13877,14832,1,117.24,2,1,1,"211","Others"
13878,10315,1,1281.53,3,1,4,"314","Others"
13880,4267,13,3219.77,4,5,5,"455","Best Customers"
13881,685,20,17159.52,5,5,5,"555","Best Customers"
13882,523,5,1191.13,5,4,4,"544","Best Customers"
13883,2304,5,2674.48,5,4,5,"545","Best Customers"
13884,1225,5,787.6,5,4,3,"543","Loyal Customers"
13885,26089,2,506.8,1,2,3,"123","Others"
13886,12690,1,243.56,3,1,1,"311","Others"
13887,27691,1,349.55,1,1,2,"112","Others"
13888,18483,2,605.63,2,2,3,"223","Others"
13889,15666,1,416.9,2,1,2,"212","Others"
13890,160,10,1883.81,5,5,4,"554","Best Customers"
13892,5641,4,632.97,4,4,3,"443","Loyal Customers"
13893,37552,1,821.1,1,1,3,"113","Others"
13894,4947,3,564.62,4,3,3,"433","Loyal Customers"
13895,5670,4,2593.07,4,4,5,"445","Best Customers"
13897,9501,1,311.16,3,1,2,"312","Others"
13898,40152,1,155.93,1,1,1,"111","Lost Customers"
13899,3316,2,388.52,4,2,2,"422","Recent but Infrequent"
13900,25321,3,740.95,1,3,3,"133","Others"
13901,12895,5,2867.2,2,4,5,"245","At Risk"
13904,7537,2,332.64,3,2,2,"322","Others"
13908,13974,4,2369.55,2,4,5,"245","At Risk"
13911,10488,9,2580.91,3,5,5,"355","Loyal Customers"
13914,2500,2,626.45,5,2,3,"523","Recent but Infrequent"
13917,9456,2,272.04,3,2,2,"322","Others"
13918,9375,2,1212.84,3,2,4,"324","Others"
13919,10921,2,384.81,3,2,2,"322","Others"
13922,41720,1,172.25,1,1,1,"111","Lost Customers"
13923,10174,1,351.13,3,1,2,"312","Others"
13924,3726,5,1536.45,4,4,4,"444","Best Customers"
13925,15565,4,678.25,2,4,3,"243","At Risk"
13926,4817,1,223.85,4,1,1,"411","Recent but Infrequent"
13927,13349,1,348.99,2,1,2,"212","Others"
13928,2307,4,464.57,5,4,2,"542","Big Spenders (New)"
13929,23652,2,842.65,2,2,3,"223","Others"
13930,10705,2,337.34,3,3,2,"332","Others"
13931,16116,2,1237.53,2,3,4,"234","Others"
13932,37193,1,307.4,1,1,2,"112","Others"
13933,17532,2,608.79,2,3,3,"233","Others"
13934,34493,1,922.1,1,1,3,"113","Others"
13936,25083,1,376.58,1,1,2,"112","Others"
13937,23639,1,158.85,2,1,1,"211","Others"
13938,7050,1,71.66,3,1,1,"311","Others"
13939,4806,3,568.55,4,3,3,"433","Loyal Customers"
13940,3528,4,839.14,4,4,3,"443","Loyal Customers"
13941,4439,5,5112.96,4,4,5,"445","Best Customers"
13946,13955,3,561.57,2,3,3,"233","Others"
13947,11903,1,90.6,3,1,1,"311","Others"
13948,42890,1,102,1,1,1,"111","Lost Customers"
13949,572,6,2427.32,5,5,5,"555","Best Customers"
13950,2411,4,745.06,5,4,3,"543","Loyal Customers"
13951,24473,3,674.45,2,3,3,"233","Others"
13952,29545,2,3251.071,1,3,5,"135","Others"
13953,1232,7,3515.68,5,5,5,"555","Best Customers"
13954,208,2,439.92,5,3,2,"532","Big Spenders (New)"
13955,22064,2,322.96,2,3,2,"232","Others"
13956,1084,5,1026.42,5,4,4,"544","Best Customers"
13959,13926,3,598.2,2,3,3,"233","Others"
13960,4240,2,230.22,4,3,1,"431","Others"
13962,4454,2,169.55,4,3,1,"431","Others"
13963,38338,4,664.54,1,4,3,"143","At Risk"
13967,21346,1,80.7,2,1,1,"211","Others"
13969,1273,18,9053.94,5,5,5,"555","Best Customers"
13971,3888,8,2758.26,4,5,5,"455","Best Customers"
13972,12506,2,190.25,3,3,1,"331","Others"
13973,36559,1,264.7,1,1,2,"112","Others"
13974,9356,1,413.59,3,1,2,"312","Others"
13975,6512,6,2526.28,4,5,5,"455","Best Customers"
13976,28179,1,357.98,1,1,2,"112","Others"
13978,2842,2,196.79,5,3,1,"531","Big Spenders (New)"
13979,13059,1,869.87,2,1,3,"213","Others"
13980,11166,1,200.14,3,1,1,"311","Others"
13982,7922,4,1871.81,3,4,4,"344","Loyal Customers"
13983,6062,12,2603.43,4,5,5,"455","Best Customers"
13984,5621,5,920.51,4,4,3,"443","Loyal Customers"
13985,865,15,7060.13,5,5,5,"555","Best Customers"
13986,3532,1,320.46,4,1,2,"412","Recent but Infrequent"
13988,4184,6,4147.96,4,5,5,"455","Best Customers"
13989,12023,2,1266.08,3,3,4,"334","Loyal Customers"
13990,28895,1,311.3,1,1,2,"112","Others"
13991,2587,6,855.97,5,5,3,"553","Loyal Customers"
13992,6200,1,76.8,4,1,1,"411","Recent but Infrequent"
13993,8423,9,3466.36,3,5,5,"355","Loyal Customers"
13994,813,6,2313.14,5,5,5,"555","Best Customers"
13995,3061,5,1393.69,4,4,4,"444","Best Customers"
13999,2143,12,3901.81,5,5,5,"555","Best Customers"
14000,28580,1,635.66,1,1,3,"113","Others"
14001,9019,3,2043.08,3,3,4,"334","Loyal Customers"
14002,19934,2,529.73,2,3,3,"233","Others"
14004,8491,7,4582.64,3,5,5,"355","Loyal Customers"
14005,1915,5,2874.72,5,4,5,"545","Best Customers"
14006,18216,3,962.19,2,3,4,"234","Others"
14009,26916,2,695.61,1,3,3,"133","Others"
14012,35772,1,328.8,1,1,2,"112","Others"
14013,17660,3,473.02,2,3,2,"232","Others"
14014,13525,1,505.18,2,1,3,"213","Others"
14015,10026,1,917.34,3,1,3,"313","Others"
14016,22903,4,4341.21,2,4,5,"245","At Risk"
14019,9258,3,1421.61,3,3,4,"334","Loyal Customers"
14020,3478,2,642.8,4,3,3,"433","Loyal Customers"
14021,22255,3,631.9,2,3,3,"233","Others"
14022,30161,1,440,1,1,2,"112","Others"
14023,1288,2,584.07,5,3,3,"533","Loyal Customers"
14024,18702,2,327.7,2,3,2,"232","Others"
14027,11337,1,104.82,3,1,1,"311","Others"
14029,11403,2,467.66,3,3,2,"332","Others"
14030,3793,8,2360.09,4,5,5,"455","Best Customers"
14031,1212,19,17286.86,5,5,5,"555","Best Customers"
14032,3275,10,2792.47,4,5,5,"455","Best Customers"
14034,4536,3,651.82,4,3,3,"433","Loyal Customers"
14035,5843,5,1428.02,4,4,4,"444","Best Customers"
14036,36514,1,626.65,1,1,3,"113","Others"
14037,24549,2,147.2,2,3,1,"231","Others"
14038,13733,3,1560.38,2,3,4,"234","Others"
14039,6889,1,152.2,3,1,1,"311","Others"
14040,8233,12,3614.92,3,5,5,"355","Loyal Customers"
14041,34592,1,141.41,1,1,1,"111","Lost Customers"
14044,5632,4,652.82,4,4,3,"443","Loyal Customers"
14045,17511,4,1659.75,2,4,4,"244","At Risk"
14046,36405,1,154.99,1,1,1,"111","Lost Customers"
14047,1566,5,1308.61,5,4,4,"544","Best Customers"
14048,38216,1,409.93,1,1,2,"112","Others"
14049,3354,4,5681.72,4,4,5,"445","Best Customers"
14050,6629,2,746.36,4,3,3,"433","Loyal Customers"
14051,92,23,15610.39,5,5,5,"555","Best Customers"
14052,4087,1,225.36,4,1,1,"411","Recent but Infrequent"
14053,19002,2,260.25,2,3,2,"232","Others"
14054,11889,1,92.46,3,1,1,"311","Others"
14055,17055,1,725.64,2,1,3,"213","Others"
14056,187,23,8214.65,5,5,5,"555","Best Customers"
14057,4939,17,6217.96,4,5,5,"455","Best Customers"
14059,34663,1,183.6,1,1,1,"111","Lost Customers"
14060,953,19,6140.42,5,5,5,"555","Best Customers"
14062,2049,12,10464.85,5,5,5,"555","Best Customers"
14064,5964,5,1353.74,4,4,4,"444","Best Customers"
14066,34606,1,152.55,1,1,1,"111","Lost Customers"
14067,11565,2,374.7,3,3,2,"332","Others"
14068,39725,1,265.85,1,1,2,"112","Others"
14071,698,8,1438.82,5,5,4,"554","Best Customers"
14073,6676,1,151.04,4,1,1,"411","Recent but Infrequent"
14075,1049,3,942.26,5,3,4,"534","Loyal Customers"
14076,19481,1,122.47,2,1,1,"211","Others"
14077,8235,5,499.42,3,4,3,"343","Loyal Customers"
14078,16766,6,1049.37,2,5,4,"254","At Risk"
14079,19017,1,375.1,2,1,2,"212","Others"
14080,6760,1,45.6,4,1,1,"411","Recent but Infrequent"
14081,37956,2,934.52,1,3,4,"134","Others"
14082,43388,1,182.25,1,1,1,"111","Lost Customers"
14083,940,9,1018.43,5,5,4,"554","Best Customers"
14085,1287,17,4217.84,5,5,5,"555","Best Customers"
14088,2086,13,50491.81,5,5,5,"555","Best Customers"
14089,10409,1,161,3,1,1,"311","Others"
14090,40062,1,76.32,1,1,1,"111","Lost Customers"
14092,1366,14,4076.91,5,5,5,"555","Best Customers"
14093,2585,1,442.85,5,1,2,"512","Recent but Infrequent"
14096,860,17,65164.79,5,5,5,"555","Best Customers"
14098,7487,1,147.35,3,1,1,"311","Others"
14099,3306,11,3104.17,4,5,5,"455","Best Customers"
14100,20488,1,194.9,2,1,1,"211","Others"
14101,13075,6,5976.79,2,5,5,"255","At Risk"
14102,1057,5,1360.28,5,4,4,"544","Best Customers"
14104,22129,2,216.21,2,3,1,"231","Others"
14105,31404,1,1266.23,1,1,4,"114","Others"
14107,9748,7,2703.23,3,5,5,"355","Loyal Customers"
14108,6375,2,597.91,4,3,3,"433","Loyal Customers"
14109,12999,1,144.2,2,1,1,"211","Others"
14110,699,12,5683.15,5,5,5,"555","Best Customers"
14111,2771,4,692.85,5,4,3,"543","Loyal Customers"
14112,4568,7,2915.15,4,5,5,"455","Best Customers"
14113,709,4,1840.42,5,4,4,"544","Best Customers"
14114,35265,2,386.53,1,3,2,"132","Others"
14116,4182,5,1382.74,4,4,4,"444","Best Customers"
14117,21137,1,90,2,1,1,"211","Others"
14121,707,4,2780.15,5,4,5,"545","Best Customers"
14124,14485,1,419.58,2,1,2,"212","Others"
14125,2175,3,2740.43,5,3,5,"535","Loyal Customers"
14126,1412,3,706.13,5,3,3,"533","Loyal Customers"
14127,18819,3,709.71,2,3,3,"233","Others"
14128,11294,2,637.5,3,3,3,"333","Loyal Customers"
14129,335,5,1123.86,5,4,4,"544","Best Customers"
14130,39600,1,483.86,1,1,2,"112","Others"
14132,2890,10,3270.9,5,5,5,"555","Best Customers"
14133,19537,3,605.64,2,3,3,"233","Others"
14135,296,15,4690.31,5,5,5,"555","Best Customers"
14138,210,2,982.38,5,3,4,"534","Loyal Customers"
14139,9115,1,415.82,3,1,2,"312","Others"
14140,850,2,935.05,5,3,4,"534","Loyal Customers"
14141,571,4,915.13,5,4,3,"543","Loyal Customers"
14142,45000,1,311.81,1,1,2,"112","Others"
14143,19895,1,115.8,2,1,1,"211","Others"
14145,9144,4,3742.2,3,4,5,"345","Loyal Customers"
14146,1649,5,4191,5,4,5,"545","Best Customers"
14147,13650,2,483.4,2,3,2,"232","Others"
14148,30831,1,157.2,1,1,1,"111","Lost Customers"
14149,30039,1,446.62,1,1,2,"112","Others"
14150,7249,2,658.64,3,3,3,"333","Loyal Customers"
14152,13418,2,621.29,2,3,3,"233","Others"
14154,31424,2,1345.62,1,3,4,"134","Others"
14155,34584,1,118.75,1,1,1,"111","Lost Customers"
14156,2034,55,117379.63,5,5,5,"555","Best Customers"
14157,4110,2,432.88,4,3,2,"432","Others"
14158,8194,1,507.66,3,1,3,"313","Others"
14159,4083,11,4693.01,4,5,5,"455","Best Customers"
14161,29322,3,1110.52,1,3,4,"134","Others"
14162,24317,2,289.36,2,3,2,"232","Others"
14163,14991,4,2445.91,2,4,5,"245","At Risk"
14164,12486,2,1631.77,3,3,4,"334","Loyal Customers"
14165,35476,1,122.54,1,1,1,"111","Lost Customers"
14167,8004,4,574.84,3,4,3,"343","Loyal Customers"
14171,16190,1,363.79,2,1,2,"212","Others"
14173,2222,4,450.84,5,4,2,"542","Big Spenders (New)"
14174,6896,1,134.46,3,1,1,"311","Others"
14175,10989,3,3222.3,3,3,5,"335","Loyal Customers"
14176,37526,4,576.9,1,4,3,"143","At Risk"
14177,14843,4,559.41,2,4,3,"243","At Risk"
14178,1560,7,1620.93,5,5,4,"554","Best Customers"
14179,8243,2,719.78,3,3,3,"333","Loyal Customers"
14180,2302,25,4748.52,5,5,5,"555","Best Customers"
14184,12105,1,452.89,3,1,2,"312","Others"
14185,40617,1,197.65,1,1,1,"111","Lost Customers"
14188,6282,6,2054.36,4,5,5,"455","Best Customers"
14189,3271,14,4352.52,4,5,5,"455","Best Customers"
14191,2072,12,4258.64,5,5,5,"555","Best Customers"
14193,12345,2,853.39,3,3,3,"333","Loyal Customers"
14194,992,21,11349.52,5,5,5,"555","Best Customers"
14195,27523,2,1012,1,3,4,"134","Others"
14196,17211,1,335.52,2,1,2,"212","Others"
14198,3797,4,701.4,4,4,3,"443","Loyal Customers"
14199,29608,1,185.4,1,1,1,"111","Lost Customers"
14201,11172,7,747.44,3,5,3,"353","Loyal Customers"
14205,3454,2,466.7,4,3,2,"432","Others"
14206,31420,1,328.16,1,1,2,"112","Others"
14208,15837,1,151.74,2,1,1,"211","Others"
14209,2309,6,2073.43,5,5,5,"555","Best Customers"
14210,16953,6,1905.84,2,5,4,"254","At Risk"
14211,10152,9,2241.1,3,5,5,"355","Loyal Customers"
14212,15327,1,1070.48,2,1,4,"214","Others"
14214,6378,5,1004.38,4,4,4,"444","Best Customers"
14215,2462,6,1789.72,5,5,4,"554","Best Customers"
14216,620,4,1839.3,5,4,4,"544","Best Customers"
14217,263,17,2004.98,5,5,4,"554","Best Customers"
14218,8416,1,169.48,3,1,1,"311","Others"
14219,887,1,89.94,5,1,1,"511","Recent but Infrequent"
14220,32468,2,632.4,1,3,3,"133","Others"
14221,8307,9,3432.8,3,5,5,"355","Loyal Customers"
14222,24645,1,683.17,2,1,3,"213","Others"
14223,15548,3,991.13,2,3,4,"234","Others"
14224,17672,4,1050.12,2,4,4,"244","At Risk"
14226,5757,5,2232.19,4,4,5,"445","Best Customers"
14227,5520,10,3350.96,4,5,5,"455","Best Customers"
14229,9852,3,1547.2,3,3,4,"334","Loyal Customers"
14231,25448,3,925.71,1,3,3,"133","Others"
14232,8405,5,2048.07,3,4,4,"344","Loyal Customers"
14233,9343,4,1462.72,3,4,4,"344","Loyal Customers"
14234,4477,4,775.46,4,4,3,"443","Loyal Customers"
14235,13395,5,3144.86,2,4,5,"245","At Risk"
14236,14217,2,490.86,2,3,3,"233","Others"
14237,45058,1,161,1,1,1,"111","Lost Customers"
14238,40230,1,146.85,1,1,1,"111","Lost Customers"
14239,8492,11,2380.85,3,5,5,"355","Loyal Customers"
14240,6263,2,890.34,4,3,3,"433","Loyal Customers"
14241,25401,1,213.7,1,1,1,"111","Lost Customers"
14242,31027,2,280.55,1,3,2,"132","Others"
14243,1625,10,2588.77,5,5,5,"555","Best Customers"
14245,29860,2,1693.45,1,3,4,"134","Others"
14246,17681,3,1474.06,2,3,4,"234","Others"
14247,35885,1,136.77,1,1,1,"111","Lost Customers"
14248,39463,1,302.58,1,1,2,"112","Others"
14250,1279,3,1904.05,5,3,4,"534","Loyal Customers"
14251,2196,4,2397.42,5,4,5,"545","Best Customers"
14256,33922,2,969.06,1,3,4,"134","Others"
14257,11673,5,3099.72,3,4,5,"345","Loyal Customers"
14258,1803,9,12669.98,5,5,5,"555","Best Customers"
14259,20782,1,120,2,1,1,"211","Others"
14261,9646,2,1163.45,3,3,4,"334","Loyal Customers"
14262,1510,8,2618.23,5,5,5,"555","Best Customers"
14264,22216,2,333.97,2,3,2,"232","Others"
14265,17536,2,530.18,2,3,3,"233","Others"
14267,23103,3,1516.24,2,3,4,"234","Others"
14270,40738,1,492.65,1,1,3,"113","Others"
14271,30192,1,112.32,1,1,1,"111","Lost Customers"
14272,13195,2,437.96,2,3,2,"232","Others"
14273,9735,4,559.97,3,4,3,"343","Loyal Customers"
14276,16351,3,1119.74,2,3,4,"234","Others"
14277,3046,3,4216.2,4,3,5,"435","Loyal Customers"
14280,26722,1,134.04,1,1,1,"111","Lost Customers"
14282,595,15,3729.34,5,5,5,"555","Best Customers"
14284,6408,2,595.25,4,3,3,"433","Loyal Customers"
14285,4252,4,1910.01,4,4,4,"444","Best Customers"
14286,4937,3,4628.75,4,3,5,"435","Loyal Customers"
14287,1527,3,176.63,5,3,1,"531","Big Spenders (New)"
14288,28945,1,426.6,1,1,2,"112","Others"
14289,1565,6,911.26,5,5,3,"553","Loyal Customers"
14290,2421,5,2314.65,5,4,5,"545","Best Customers"
14291,356,11,3883.25,5,5,5,"555","Best Customers"
14292,1410,9,4871.93,5,5,5,"555","Best Customers"
14293,613,4,1046.56,5,4,4,"544","Best Customers"
14295,8183,1,166.2,3,1,1,"311","Others"
14297,3774,4,1305.33,4,4,4,"444","Best Customers"
14298,1532,44,51527.3,5,5,5,"555","Best Customers"
14299,1473,9,3965.62,5,5,5,"555","Best Customers"
14300,3983,1,43.2,4,1,1,"411","Recent but Infrequent"
14301,18360,1,640.14,2,1,3,"213","Others"
14304,30068,1,383.45,1,1,2,"112","Others"
14305,12635,3,1858.96,3,3,4,"334","Loyal Customers"
14306,9734,2,2093.32,3,3,5,"335","Loyal Customers"
14307,15278,6,2995.72,2,5,5,"255","At Risk"
14309,1521,9,2352.53,5,5,5,"555","Best Customers"
14311,31995,1,310.26,1,1,2,"112","Others"
14312,9264,6,1611.59,3,5,4,"354","Loyal Customers"
14314,17207,1,120,2,1,1,"211","Others"
14315,8744,6,2481.13,3,5,5,"355","Loyal Customers"
14317,11851,1,508.58,3,1,3,"313","Others"
14320,28177,2,477.79,1,3,2,"132","Others"
14321,2319,5,1530.75,5,4,4,"544","Best Customers"
14323,18053,2,605.06,2,3,3,"233","Others"
14326,31868,1,183.85,1,1,1,"111","Lost Customers"
14327,23132,1,311.65,2,1,2,"212","Others"
14329,3517,7,5014.84,4,5,5,"455","Best Customers"
14331,19009,2,462.66,2,3,2,"232","Others"
14332,4603,3,866.31,4,3,3,"433","Loyal Customers"
14333,12335,1,415.2,3,1,2,"312","Others"
14334,3470,8,2552.21,4,5,5,"455","Best Customers"
14335,3314,2,468.26,4,3,2,"432","Others"
14336,3400,4,1614.91,4,4,4,"444","Best Customers"
14338,22866,2,588.22,2,3,3,"233","Others"
14339,31991,1,309.52,1,1,2,"112","Others"
14340,29697,1,134.7,1,1,1,"111","Lost Customers"
14341,8845,8,2182.28,3,5,5,"355","Loyal Customers"
14342,4274,4,668.56,4,4,3,"443","Loyal Customers"
14344,19222,8,889.93,2,5,3,"253","At Risk"
14345,7829,1,108.98,3,1,1,"311","Others"
14346,18638,2,1021.58,2,3,4,"234","Others"
14348,33890,1,409.57,1,1,2,"112","Others"
14349,2090,1,133.5,5,1,1,"511","Recent but Infrequent"
14350,35337,1,282.93,1,1,2,"112","Others"
14351,23262,1,51,2,1,1,"211","Others"
14352,22541,4,1078.96,2,4,4,"244","At Risk"
14353,29273,1,90.6,1,1,1,"111","Lost Customers"
14354,1189,2,163.62,5,3,1,"531","Big Spenders (New)"
14355,43580,1,174.4,1,1,1,"111","Lost Customers"
14356,14059,2,701.23,2,3,3,"233","Others"
14357,8465,1,225.77,3,1,1,"311","Others"
14359,4069,3,912.18,4,3,3,"433","Loyal Customers"
14360,6638,4,2128.23,4,4,5,"445","Best Customers"
14362,4511,1,161.2,4,1,1,"411","Recent but Infrequent"
14364,17454,8,3717.35,2,5,5,"255","At Risk"
14367,1529,16,9261.52,5,5,5,"555","Best Customers"
14368,39714,1,155,1,1,1,"111","Lost Customers"
14371,37259,1,100.5,1,1,1,"111","Lost Customers"
14373,42307,1,76.55,1,1,1,"111","Lost Customers"
14375,25734,1,257.68,1,1,2,"112","Others"
14377,26346,2,617.05,1,3,3,"133","Others"
14379,8669,2,348.1,3,3,2,"332","Others"
14381,9870,1,202.68,3,1,1,"311","Others"
